category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file,energy_error_final,virial_ratio_final,dt,energy_error_worst,interactions_per_sec,step,time_per_step_sec
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),1024,,855.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,38900000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),2048,,1110.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,50500000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),4096,,1200.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,54600000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),8192,,1230.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,56000000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),16384,,1240.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,56500000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),32768,,1250.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,56800000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),65536,,877.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,39900000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),131072,,361.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,16400000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),262144,,323.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,14700000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),524288,,372.0,0.0000825,,,,legacy A1 OpenACC,0.0000825,0.484,,,16900000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),1024,,93.3,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4240000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),2048,,97.6,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4440000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),4096,,96.1,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4370000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),8192,,99.5,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4520000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),16384,,96.2,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4370000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),32768,,95.6,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4350000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),65536,,99.6,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4530000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),131072,,99.3,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4510000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),262144,,100.0,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4560000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),524288,,101.0,0.000161,,,,legacy A1 OpenACC,0.000161,0.483,,,4580000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),1024,,88.5,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,4020000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),2048,,174.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,7910000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),4096,,342.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,15500000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),8192,,679.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,30900000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),16384,,1350.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,61500000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),32768,,2630.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,120000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),65536,,5210.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,237000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),131072,,7550.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,343000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),262144,,7940.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,361000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),524288,,8530.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,388000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),1048576,,8290.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,377000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),2097152,,8410.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,382000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),4194304,,8260.0,0.0000924,,,,legacy A1 OpenACC,0.0000924,0.491,,,375000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),1024,,75.6,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,3440000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),2048,,149.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,6760000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),4096,,296.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,13400000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),8192,,589.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,26800000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),16384,,1130.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,51600000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),32768,,2200.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,100000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),65536,,2750.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,125000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),131072,,2700.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,123000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),262144,,3510.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,160000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),524288,,3640.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,165000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),1048576,,3690.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,168000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),2097152,,3720.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,169000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),4194304,,3740.0,0.0000774,,,,legacy A1 OpenACC,0.0000774,0.506,,,170000000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),1024,,6.41,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,291000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),2048,,6.4,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,291000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),4096,,6.32,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,287000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),8192,,6.32,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,287000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),16384,,6.31,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,287000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),32768,,6.31,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,287000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),65536,,6.31,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,287000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),131072,,6.31,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,287000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),262144,,6.45,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,293000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,64 (FP_L=FP_M=64),524288,,6.49,0.000319,,,,legacy A1 OpenACC,0.000319,0.479,,,295000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),1024,,1000.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,45600000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),2048,,1580.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,71700000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),4096,,1770.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,80500000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),8192,,1860.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,84600000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),16384,,1890.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,85900000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),32768,,1900.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,86400000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),65536,,1840.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,83500000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),131072,,1440.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,65600000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),262144,,665.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,30200000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),524288,,572.0,0.0000663,,,,legacy A1 OpenACC,0.0000663,0.499,,,26000000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),1024,,104.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,4750000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),2048,,109.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,4950000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),4096,,111.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,5060000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),8192,,112.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,5070000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),16384,,112.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,5100000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),32768,,108.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,4910000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),65536,,113.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,5130000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),131072,,112.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,5110000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),262144,,113.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,5120000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),524288,,112.0,0.0000846,,,,legacy A1 OpenACC,0.0000846,0.494,,,5110000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),1024,,134.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,6070000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),2048,,269.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,12200000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),4096,,531.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,24100000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),8192,,1060.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,48400000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),16384,,2130.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,96900000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),32768,,4170.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,190000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),65536,,8120.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,369000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),131072,,13600.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,620000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),262144,,13500.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,614000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),524288,,16000.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,726000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),1048576,,17000.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,775000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),2097152,,17400.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,791000000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),4194304,,17100.0,0.0000617,,,,legacy A1 OpenACC,0.0000617,0.489,,,779000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),1024,,105.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,4750000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),2048,,213.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,9670000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),4096,,426.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,19400000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),8192,,852.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,38700000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),16384,,1650.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,75000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),32768,,3230.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,147000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),65536,,6170.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,281000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),131072,,6340.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,288000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),262144,,7480.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,340000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),524288,,7930.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,360000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),1048576,,8160.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,371000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),2097152,,8280.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,376000000000,,
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),4194304,,8330.0,0.0000566,,,,legacy A1 OpenACC,0.0000566,0.49,,,379000000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),1024,,4.88,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,222000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),2048,,4.9,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,223000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),4096,,4.9,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,223000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),8192,,4.86,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,221000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),16384,,4.86,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,221000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),32768,,4.86,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,221000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),65536,,4.86,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,221000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),131072,,4.86,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,221000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),262144,,4.94,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,225000000,,
non-Kokkos,wisteria,cpu,cpp,openacc,auto.def,unified,baseline,-,32 (FP_L=FP_M=32),524288,,4.95,0.000307,,,,legacy A1 OpenACC,0.000307,0.498,,,225000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",1024,,853.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,38800000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",2048,,1090.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,49700000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",4096,,1200.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,54700000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",8192,,1240.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,56500000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",16384,,1240.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,56600000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",32768,,1240.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,56600000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",65536,,899.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,40800000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",131072,,352.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,16000000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",262144,,314.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,14300000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",524288,,384.0,0.0000494,,,,legacy A1 OpenACC,0.0000494,0.49,,,17400000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",1024,,96.3,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4380000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",2048,,99.7,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4530000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",4096,,102.0,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4630000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",8192,,102.0,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4660000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",16384,,98.3,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4470000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",32768,,102.0,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4640000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",65536,,103.0,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4670000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",131072,,102.0,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4620000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",262144,,103.0,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4670000000,,
non-Kokkos,miyabi,cpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",524288,,103.0,0.0000885,,,,legacy A1 OpenACC,0.0000885,0.493,,,4670000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",1024,,88.4,0.0000806,,,,legacy A1 OpenACC,0.0000806,0.504,,,4020000000,,
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,unified,baseline,-,"32_64 (FP_L=32, FP_M=64)",2048,,174.0,0.0000806,,,,legacy A1 OpenACC,0.0000806,0.504,,,7900000000,,
