category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file,energy_error_final,virial_ratio_final,dt,energy_error_worst,interactions_per_sec,step,time_per_step_sec
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1024,1.3256427220000000e+00,4.454880590367697,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,2.0249457228944075e+08,256,5.1782918828125000e-03
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2048,1.3275643230000000e+00,8.896864625971121,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,4.0440293754414189e+08,128,1.0371596273437500e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4096,1.3299812410000000e+00,17.761393469157962,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0733606677990735e+08,64,2.0780956890625001e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),8192,1.3287577210000001e+00,17.777748158800726,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0807946176366937e+08,16,8.3047357562500007e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),16384,1.9904123830000002e+00,23.73610647698628,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0789139307721035e+09,8,2.4880154787500003e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),32768,1.9887409470000001e+00,23.756055471814044,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0798207032642748e+09,2,9.9437047350000007e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),65536,3.6511243320000002e+00,25.879502290255065,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1763410131934121e+09,1,3.6511243320000002e+00
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),131072,1.4584439746000001e+01,25.915093663550586,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1779588028886631e+09,1,1.4584439746000001e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),262144,5.6975982115000001e+01,26.53448755197469,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2061130705443041e+09,1,5.6975982115000001e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),524288,2.2788156163700000e+02,26.537091940773006,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2062314518533185e+09,1,2.2788156163700000e+02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1024,1.3243983720000001e+00,2.2295331060705954,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0134241391229978e+08,128,1.0346862281250001e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2048,1.3267480910000000e+00,4.451169044116605,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,2.0232586564166385e+08,64,2.0730438921875000e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4096,1.3279505900000002e+00,8.894276754679554,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,4.0428530703088880e+08,32,4.1498455937500005e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),8192,1.3303685490000001e+00,17.75622262399109,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0710102836323130e+08,16,8.3148034312500008e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),16384,1.3260623850000002e+00,17.813882962979903,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0972195286272287e+08,4,3.3151559625000004e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),32768,1.9891678730000002e+00,23.750956818313743,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0795889462869883e+09,2,9.9458393650000010e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),65536,3.9788295310000001e+00,23.74800925141721,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0794549659735096e+09,1,3.9788295310000001e+00
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),131072,1.4582947087000001e+01,25.917746241082554,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1780793745946615e+09,1,1.4582947087000001e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),262144,5.8298077232000004e+01,25.93273329025254,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1787606041023881e+09,1,5.8298077232000004e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),524288,2.2790112978600001e+02,26.534813401085152,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2061278818675070e+09,1,2.2790112978600001e+02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1024,1.3344981970000001e+00,17.701275416560193,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0460342802546322e+08,1024,1.3032208955078126e-03
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2048,1.3286217630000001e+00,17.77956735757609,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0816215261709511e+08,256,5.1899287617187505e-03
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4096,1.9930001340000001e+00,23.705287044401167,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0775130474727805e+09,128,1.5570313546875001e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),8192,1.9913351010000002e+00,23.725107960119264,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0784139981872392e+09,32,6.2229221906250007e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),16384,1.8252901080000001e+00,25.883359608937297,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1765163458607862e+09,8,2.2816126350000002e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),32768,1.8234155270000001e+00,25.909969261767728,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1777258755348966e+09,2,9.1170776350000005e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),65536,3.5693173070000004e+00,26.472647956148773,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2033021798249443e+09,1,3.5693173070000004e+00
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),131072,1.4256598730000000e+01,26.511030380105254,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2050468354593298e+09,1,1.4256598730000000e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),262144,5.6640921184000007e+01,26.69145304471254,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2132478656687517e+09,1,5.6640921184000007e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),524288,2.2653378408200001e+02,26.694976103780668,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2134080047173030e+09,1,2.2653378408200001e+02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1024,1.3238412120000000e+00,1.1152357205812686,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,5.0692532753694028e+07,64,2.0685018937500001e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2048,1.3262913730000001e+00,2.2263509181402177,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0119776900637352e+08,32,4.1446605406250003e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4096,1.3287543250000000e+00,4.444448398691007,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,2.0202038175868213e+08,16,8.3047145312500001e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),8192,1.3275241740000001e+00,8.89713369844819,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,4.0441516811128139e+08,8,1.6594052175000001e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),16384,1.3273721130000000e+00,17.79630587131372,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0892299415062368e+08,4,3.3184302825000001e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),32768,1.3259306100000001e+00,17.815653360623447,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0980242548288393e+08,1,1.3259306100000001e+00
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),65536,3.9801657600000002e+00,23.740036523503985,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0790925692501812e+09,1,3.9801657600000002e+00
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),131072,1.5907556407000001e+01,23.7595965324808,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0799816605673091e+09,1,1.5907556407000001e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),262144,5.8300001784000003e+01,25.931877220060567,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1787216918209348e+09,1,5.8300001784000003e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),524288,2.3317186240200002e+02,25.93500729664425,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1788639680292842e+09,1,2.3317186240200002e+02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1024,1.3279483560000001e+00,8.894291717470976,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,4.0428598715777165e+08,512,2.5936491328125001e-03
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2048,1.3289250440000000e+00,17.775509788646893,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0797771766576779e+08,256,5.1911134531250000e-03
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4096,1.3281608280000001e+00,17.785737713384812,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,8.0844262333567321e+08,64,2.0752512937500002e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),8192,1.9918668710000000e+00,23.7187740525456,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0781260932975273e+09,32,6.2245839718750001e-02
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),16384,1.9892553830000002e+00,23.74991198201523,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.0795414537279651e+09,8,2.4865692287500002e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),32768,1.8248781530000000e+00,25.889202617902125,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1767819371773694e+09,2,9.1243907650000000e-01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),65536,3.6477208500000002e+00,25.903648990026195,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.1774385904557362e+09,1,3.6477208500000002e+00
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),131072,1.4251049025000000e+01,26.52135441994243,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2055161099973831e+09,1,1.4251049025000000e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),262144,5.6970447026000002e+01,26.53706556843474,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2062302531106701e+09,1,5.6970447026000002e+01
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),524288,2.2658549585500000e+02,26.688883725540347,8.2934801008960335e-06,,,,legacy B2 Kokkos,8.2934801008960335e-06,4.8545227901824323e-01,7.8125000000000000e-03,7.7229437287051894e-04,1.2131310784336522e+09,1,2.2658549585500000e+02
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1024,1.2603902040000001e+00,74.96827586578101,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,3.4076489029900455e+09,4096,3.0771245214843753e-04
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2048,1.2664595290000000e+00,149.21800238908384,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,6.7826364722310839e+09,2048,6.1838844189453126e-04
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4096,1.2772850400000000e+00,295.9066380735189,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.3450301730614492e+10,1024,1.2473486718750000e-03
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),8192,1.2833960660000001e+00,588.9952946887091,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,2.6772513394941322e+10,512,2.5066329414062502e-03
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),16384,1.3318750840000000e+00,1135.1128242834523,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,5.1596037467429642e+10,256,5.2026370468749999e-03
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),32768,1.3719781560000002e+00,2203.866703825275,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.0017575926478525e+11,128,1.0718579343750001e-02
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),65536,2.1941121920000000e+00,2756.1553027312107,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.2527978648778230e+11,64,3.4283002999999999e-02
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),131072,2.2417006530000001e+00,2697.6456221641647,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.2262025555291658e+11,16,1.4010629081250001e-01
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),262144,1.7220326390000000e+00,3511.730158773141,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.5962409812605185e+11,4,4.3050815975000001e-01
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),524288,1.6619985020000001e+00,3638.5796650784223,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.6538998477629193e+11,1,1.6619985020000001e+00
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1048576,6.5486788960000002e+00,3693.7611685079023,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.6789823493217737e+11,1,6.5486788960000002e+00
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2097152,2.6057686923000002e+01,3713.185423180625,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.6878115559911932e+11,1,2.6057686923000002e+01
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4194304,1.0332000873400001e+02,3745.916185252807,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.7026891751149121e+11,1,1.0332000873400001e+02
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),1024,1.2769343730000000e+00,73.99697471531687,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,3.3634988506962214e+09,4096,3.1175155590820313e-04
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),2048,1.2661578710000001e+00,149.25355309345937,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,6.7842524133390627e+09,2048,6.1824114794921880e-04
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),4096,1.2774577270000000e+00,295.86663735292433,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.3448483516042015e+10,1024,1.2475173115234375e-03
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),8192,1.2833948510000002e+00,588.9958522951872,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,2.6772538740690331e+10,512,2.5066305683593753e-03
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),16384,1.3322496290000001e+00,1134.7937017830461,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,5.1581531899229370e+10,256,5.2041001132812504e-03
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),32768,1.3719597380000002e+00,2203.8962898370414,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.0017710408350189e+11,128,1.0718435453125001e-02
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),65536,2.1942262570000000e+00,2756.0120263240474,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.2527327392382034e+11,64,3.4284785265624999e-02
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),131072,2.2419158920000002e+00,2697.3866300457985,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.2260848318389992e+11,16,1.4011974325000001e-01
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,あり,-,64 (FP_L=FP_M=64),262144,1.7221812750000001e+00,3511.427072488638,5.0767152163509937e-06,,,,legacy B2 Kokkos,5.0767152163509937e-06,4.6122347067114366e-01,7.8125000000000000e-03,7.5681879416270492e-04,1.5961032147675626e+11,4,4.3054531875000002e-01
