category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,nx,ny,nz,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,32,32,32,32768,3.325260e-01,4.197760e+01,2.677097e-09,6.101201e-01,3.507850e-01,3.786250e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,32,32,32,32768,3.285250e-01,4.248883e+01,2.677097e-09,5.006070e-01,4.317180e-01,2.031610e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,32,32,32,32768,3.322050e-01,4.201816e+01,2.677097e-09,5.012710e-01,4.371180e-01,1.998250e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,64,64,64,262144,1.482710e-01,1.882856e+02,1.448939e-07,3.120670e-01,1.860260e-01,2.630030e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,64,64,64,262144,1.484520e-01,1.880560e+02,1.448939e-07,3.148451e-01,2.377870e-01,2.098120e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,64,64,64,262144,1.482660e-01,1.882919e+02,1.448939e-07,3.115470e-01,2.439540e-01,2.009040e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,128,128,128,2097152,1.650110e-01,3.383688e+02,4.691762e-06,3.285251e-01,2.447660e-01,2.175690e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,128,128,128,2097152,1.647030e-01,3.390016e+02,4.691762e-06,3.360810e-01,2.243670e-01,2.468040e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,128,128,128,2097152,1.651890e-01,3.380042e+02,4.691762e-06,3.291211e-01,2.326930e-01,2.326930e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,256,256,256,16777216,3.036480e-01,3.677586e+02,1.890133e-07,4.746730e-01,3.864120e-01,2.243680e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,256,256,256,16777216,3.039520e-01,3.673907e+02,1.890133e-07,4.724829e-01,4.053390e-01,2.026690e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,256,256,256,16777216,3.039530e-01,3.673895e+02,1.890133e-07,4.996829e-01,3.986370e-01,2.366910e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,512,512,512,134217728,1.128126e+00,1.979728e+02,2.312551e-08,1.325545e+00,1.250968e+00,2.084940e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,512,512,512,134217728,1.139497e+00,1.959973e+02,2.312551e-08,1.315675e+00,1.275114e+00,1.758770e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,512,512,512,134217728,1.127879e+00,1.980162e+02,2.312551e-08,1.300200e+00,1.265283e+00,1.650360e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,32,32,32,32768,3.006420e-01,4.642945e+01,2.677097e-09,5.727921e-01,2.995000e-01,3.916540e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,32,32,32,32768,3.007150e-01,4.641818e+01,2.677097e-09,4.757271e-01,3.078640e-01,3.027330e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,32,32,32,32768,3.009410e-01,4.638332e+01,2.677097e-09,4.711671e-01,3.904710e-01,2.141290e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,64,64,64,262144,1.099550e-01,2.538974e+02,1.448939e-07,2.761629e-01,1.752450e-01,2.336600e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,64,64,64,262144,1.087920e-01,2.566116e+02,1.448939e-07,2.873909e-01,1.583370e-01,2.590970e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,64,64,64,262144,1.093280e-01,2.553535e+02,1.448939e-07,2.062111e-01,1.781410e-01,1.619460e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,128,128,128,2097152,9.195800e-02,6.071747e+02,4.691762e-06,2.025511e-01,1.674840e-01,1.674840e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,128,128,128,2097152,9.186200e-02,6.078093e+02,4.691762e-06,1.920829e-01,1.791460e-01,1.465740e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,128,128,128,2097152,9.147500e-02,6.103807e+02,4.691762e-06,1.934140e-01,1.522780e-01,1.691980e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,256,256,256,16777216,1.482660e-01,7.531676e+02,1.890133e-07,2.435961e-01,2.262760e-01,1.508500e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,256,256,256,16777216,1.479470e-01,7.547916e+02,1.890133e-07,2.631710e-01,2.280560e-01,1.672410e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,256,256,256,16777216,1.479980e-01,7.545315e+02,1.890133e-07,3.691161e-01,2.256080e-01,2.773090e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,512,512,512,134217728,2.875050e-01,7.768154e+02,2.312551e-08,4.965451e-01,3.885000e-01,2.381130e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,512,512,512,134217728,2.876010e-01,7.765561e+02,2.312551e-08,5.090730e-01,3.917070e-01,2.527140e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,64,512,512,512,134217728,2.873810e-01,7.771505e+02,2.312551e-08,4.621320e-01,3.141510e-01,2.837500e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-cpu-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,32,32,32,32768,3.291080e-01,4.241357e+01,2.677097e-09,5.976949e-01,4.328940e-01,2.801080e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,32,32,32,32768,3.271240e-01,4.267080e+01,2.677097e-09,4.914062e-01,3.183570e-01,3.024400e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,32,32,32,32768,3.269610e-01,4.269208e+01,2.677097e-09,4.881160e-01,4.283650e-01,1.889840e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,64,64,64,262144,1.494930e-01,1.867465e+02,1.448939e-07,3.095629e-01,2.283780e-01,2.141040e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,64,64,64,262144,1.486450e-01,1.878118e+02,1.448939e-07,3.132820e-01,2.293640e-01,2.150290e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,64,64,64,262144,1.503800e-01,1.856449e+02,1.448939e-07,3.102369e-01,2.068210e-01,2.343970e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,128,128,128,2097152,1.655880e-01,3.371897e+02,4.691762e-06,3.348989e-01,4.719380e-01,5.533070e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,128,128,128,2097152,1.662670e-01,3.358127e+02,4.691762e-06,3.393650e-01,2.290990e-01,2.425750e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,128,128,128,2097152,1.657310e-01,3.368988e+02,4.691762e-06,3.311582e-01,1.791770e-01,2.848450e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,256,256,256,16777216,3.034730e-01,3.679706e+02,1.890133e-07,4.805350e-01,3.246410e-01,2.885700e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,256,256,256,16777216,3.032940e-01,3.681878e+02,1.890133e-07,4.797740e-01,3.248650e-01,2.887690e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,256,256,256,16777216,3.037840e-01,3.675939e+02,1.890133e-07,4.804981e-01,3.156420e-01,2.987330e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,512,512,512,134217728,1.126763e+00,1.982123e+02,2.312551e-08,1.383282e+00,1.214878e+00,3.012890e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,512,512,512,134217728,1.131759e+00,1.973373e+02,2.312551e-08,1.378042e+00,1.345962e+00,1.641410e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,64,512,512,512,134217728,1.126742e+00,1.982160e+02,2.312551e-08,1.397406e+00,1.318605e+00,2.109760e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,32,32,32,32768,2.994500e-01,4.661427e+01,2.677097e-09,5.710499e-01,3.748040e-01,3.123370e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,32,32,32,32768,2.980590e-01,4.683181e+01,2.677097e-09,4.638069e-01,3.890320e-01,2.074830e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,32,32,32,32768,2.993260e-01,4.663358e+01,2.677097e-09,4.636030e-01,4.156950e-01,1.818660e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,64,64,64,262144,1.089890e-01,2.561478e+02,1.448939e-07,2.841570e-01,1.788380e-01,2.384510e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,64,64,64,262144,1.099830e-01,2.538328e+02,1.448939e-07,2.751532e-01,1.897720e-01,2.189670e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,64,64,64,262144,1.103720e-01,2.529381e+02,1.448939e-07,2.791290e-01,1.919870e-01,2.215240e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,128,128,128,2097152,9.240900e-02,6.042114e+02,4.691762e-06,2.603650e-01,1.600520e-01,2.328040e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,128,128,128,2097152,9.287000e-02,6.012122e+02,4.691762e-06,2.604260e-01,1.579610e-01,2.342180e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,128,128,128,2097152,9.238700e-02,6.043553e+02,4.691762e-06,2.573221e-01,1.498740e-01,2.397980e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,256,256,256,16777216,1.492190e-01,7.483574e+02,1.890133e-07,3.214760e-01,2.038540e-01,2.526010e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,256,256,256,16777216,1.491980e-01,7.484628e+02,1.890133e-07,3.255079e-01,2.230400e-01,2.369800e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,256,256,256,16777216,1.490190e-01,7.493618e+02,1.890133e-07,3.268070e-01,2.369530e-01,2.230150e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,512,512,512,134217728,2.896760e-01,7.709935e+02,2.312551e-08,5.395138e-01,4.769970e-01,1.956910e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,512,512,512,134217728,2.897500e-01,7.707965e+02,2.312551e-08,5.504539e-01,4.608010e-01,2.182740e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,x2y4z16,64,512,512,512,134217728,2.896120e-01,7.711638e+02,2.312551e-08,5.339391e-01,3.770040e-01,2.908320e-01,diffusion//tmp/claude-16304/dlogs/kokkos-mdrange-uvm-tile-sweep-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,32,32,32,32768,1.029382e+01,1.356022e+00,2.677097e-09,1.056067e+01,1.044701e+01,2.348880e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,32,32,32,32768,1.028290e+01,1.357461e+00,2.677097e-09,1.045496e+01,1.005577e+01,5.373310e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,32,32,32,32768,1.028449e+01,1.357252e+00,2.677097e-09,1.044493e+01,1.043565e+01,1.417060e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,64,64,64,262144,1.374422e+01,2.031202e+00,1.448939e-07,1.390613e+01,1.387117e+01,1.714980e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,64,64,64,262144,1.374533e+01,2.031037e+00,1.448939e-07,1.390666e+01,1.389075e+01,1.514250e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,64,64,64,262144,1.373749e+01,2.032197e+00,1.448939e-07,1.389738e+01,1.389033e+01,1.422880e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,128,128,128,2097152,2.614854e+01,2.135285e+00,4.691762e-06,2.631375e+01,2.629829e+01,1.507350e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,128,128,128,2097152,2.614926e+01,2.135226e+00,4.691762e-06,2.631231e+01,2.626050e+01,1.879590e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,128,128,128,2097152,2.614767e+01,2.135356e+00,4.691762e-06,2.631064e+01,2.629416e+01,1.512450e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,256,256,256,16777216,2.675309e+01,4.174065e+00,1.890133e-07,2.692974e+01,2.690458e+01,1.607440e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,256,256,256,16777216,2.675995e+01,4.172995e+00,1.890133e-07,2.693608e+01,2.691730e+01,1.529000e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,256,256,256,16777216,2.676081e+01,4.172861e+00,1.890133e-07,2.693648e+01,2.691202e+01,1.607880e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,512,512,512,134217728,2.662164e+01,8.389352e+00,2.312551e-08,2.684082e+01,2.633623e+01,6.375620e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,512,512,512,134217728,2.667607e+01,8.372236e+00,2.312551e-08,2.688660e+01,2.686922e+01,1.506680e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,512,512,512,134217728,2.662320e+01,8.388861e+00,2.312551e-08,2.683570e+01,2.680958e+01,1.620030e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,32,32,32,32768,3.193620e-01,4.370790e+01,2.677097e-09,5.865571e-01,4.064530e-01,2.988620e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,32,32,32,32768,3.191970e-01,4.373050e+01,2.677097e-09,4.948680e-01,4.152720e-01,2.139280e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,32,32,32,32768,3.177990e-01,4.392287e+01,2.677097e-09,4.828942e-01,4.250420e-01,1.932010e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,64,64,64,262144,9.169400e-02,3.044614e+02,1.448939e-07,2.607081e-01,1.609310e-01,2.340820e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,64,64,64,262144,9.147900e-02,3.051770e+02,1.448939e-07,2.597640e-01,1.517890e-01,2.428630e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,64,64,64,262144,9.169900e-02,3.044448e+02,1.448939e-07,2.565489e-01,1.808870e-01,2.110350e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,128,128,128,2097152,4.784300e-02,1.167037e+03,4.691762e-06,2.166278e-01,1.184290e-01,2.330380e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,128,128,128,2097152,4.760300e-02,1.172921e+03,4.691762e-06,1.430569e-01,1.021240e-01,1.736110e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,128,128,128,2097152,4.709300e-02,1.185624e+03,4.691762e-06,1.421058e-01,1.184130e-01,1.578850e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,256,256,256,16777216,5.963400e-02,1.872575e+03,1.890133e-07,1.528099e-01,1.345520e-01,1.537740e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,256,256,256,16777216,5.831400e-02,1.914963e+03,1.890133e-07,1.561530e-01,1.265090e-01,1.626550e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,256,256,256,16777216,5.829700e-02,1.915521e+03,1.890133e-07,1.566589e-01,1.269490e-01,1.632200e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,512,512,512,134217728,1.188200e-01,1.879636e+03,2.312551e-08,2.631719e-01,1.906210e-01,2.052840e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,512,512,512,134217728,1.184480e-01,1.885539e+03,2.312551e-08,2.920330e-01,1.763290e-01,2.498000e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,64,512,512,512,134217728,1.193300e-01,1.871602e+03,2.312551e-08,2.968931e-01,1.864500e-01,2.438190e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-baseline-fused-fp64.log
Kokkos,miyabi,gpu,cpp,kokkos,range/cpu-sweep,kokkos-default,opt-level-sweep,fast,64,32,32,32,32768,1.016619e+01,1.373046e+00,2.677097e-09,1.043382e+01,1.030683e+01,2.427510e-01,diffusion//tmp/claude-16304/dlogs/kokkos-range-cpu-sweep-fp64.log
