category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,32,274625,0.03436,137.7615,111083.6,,,,mizuho/Miyabi/C2.C++.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.def,unified,baseline,,64,4913,0.003614,3.974711,1736.636,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.def,unified,baseline,,64,35937,0.011137,20.02397,13887.39,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.def,unified,baseline,,64,274625,0.086275,40.52576,111087.8,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,managed,baseline,,32,4913,0.007079,2.486352,1736.626,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,managed,baseline,,32,35937,0.016436,14.80378,13887.06,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,managed,baseline,,32,274625,0.121346,39.00835,111080.7,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.def,unified,baseline,,32,4913,0.004433,3.970354,1736.626,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.def,unified,baseline,,32,35937,0.011662,20.86403,13887.06,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.def,unified,baseline,,32,274625,0.109684,43.15587,111080.7,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,managed,baseline,,64,4913,0.005772,2.488689,1736.636,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,managed,baseline,,64,35937,0.01533,14.54703,13887.39,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.def,managed,baseline,,64,274625,0.094244,37.09896,111087.8,,,,mizuho/Miyabi/A1.C++.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,4913,0.003518,4.083272,1736.636,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,35937,0.009967,22.37435,13887.39,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,274625,0.048275,72.42579,111087.8,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,4913,0.007403,2.536522,1736.643,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,35937,0.017531,16.32474,13887.51,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,274625,0.068665,65.333,111089.4,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,4913,0.004542,4.134246,1736.643,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,35937,0.012358,23.1585,13887.51,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,274625,0.058917,76.14257,111089.4,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,4913,0.005717,2.51256,1736.636,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,35937,0.014013,15.91424,13887.39,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,274625,0.054368,64.30903,111087.8,,,,mizuho/Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.def,unified,baseline,,64,4913,0.003407,4.216142,1736.636,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.def,unified,baseline,,64,35937,0.007959,28.01988,13887.39,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.def,unified,baseline,,64,274625,0.033635,103.9502,111087.8,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.def,managed,baseline,,32,4913,0.007238,2.594424,1736.632,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.def,managed,baseline,,32,35937,0.015014,19.36233,13887.11,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.def,managed,baseline,,32,274625,0.0425,110.9607,111081.5,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.def,unified,baseline,,32,4913,0.004372,4.29499,1736.632,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.def,unified,baseline,,32,35937,0.009605,30.2662,13887.11,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.def,unified,baseline,,32,274625,0.038915,121.1832,111081.5,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.def,managed,baseline,,64,4913,0.005639,2.547405,1736.636,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.def,managed,baseline,,64,35937,0.011779,18.93249,13887.39,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.def,managed,baseline,,64,274625,0.034869,100.2713,111087.8,,,,mizuho/Miyabi/F1.F90.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.def,separate,baseline,,32,4913,0.007577,2.322995,1736.626,,,,mizuho/Miyabi/A3.C++.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.def,separate,baseline,,32,35937,0.016989,14.322,13887.06,,,,mizuho/Miyabi/A3.C++.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.def,separate,baseline,,32,274625,0.1258,37.62721,111080.7,,,,mizuho/Miyabi/A3.C++.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.def,separate,baseline,,64,4913,0.006135,2.341391,1736.636,,,,mizuho/Miyabi/A3.C++.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.def,separate,baseline,,64,35937,0.015909,14.01771,13887.39,,,,mizuho/Miyabi/A3.C++.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.def,separate,baseline,,64,274625,0.101986,34.28264,111087.8,,,,mizuho/Miyabi/A3.C++.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,64,4913,0.004927,2.915352,1736.636,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,64,35937,0.010554,21.12995,13887.39,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,64,274625,0.040951,85.37945,111087.8,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,4913,0.006165,3.045925,1736.632,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,35937,0.013479,22.40432,13887.11,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,274625,0.049102,100.7211,111081.6,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,32,4913,0.006557,2.863847,1736.631,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,32,35937,0.013824,21.8452,13887.12,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,32,274625,0.049711,99.4864,111081.5,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,4913,0.004782,3.003873,1736.636,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,35937,0.010225,21.81037,13887.39,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,274625,0.039922,87.57965,111087.8,,,,mizuho/Miyabi/B2.C++.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,4913,0.006285,2.987805,1736.631,,,,mizuho/Miyabi/B4.C++.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,35937,0.014292,21.12984,13887.12,,,,mizuho/Miyabi/B4.C++.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,274625,0.05554,89.04582,111081.4,,,,mizuho/Miyabi/B4.C++.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,4913,0.004867,2.951341,1736.636,,,,mizuho/Miyabi/B4.C++.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,35937,0.010719,20.80519,13887.39,,,,mizuho/Miyabi/B4.C++.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,274625,0.048472,72.13154,111087.8,,,,mizuho/Miyabi/B4.C++.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.def,separate,baseline,,32,4913,0.006194,3.031738,1736.632,,,,mizuho/Miyabi/E3.F90.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.def,separate,baseline,,32,35937,0.013633,21.98569,13887.13,,,,mizuho/Miyabi/E3.F90.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.def,separate,baseline,,32,274625,0.066304,74.32312,111081.4,,,,mizuho/Miyabi/E3.F90.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.def,separate,baseline,,64,4913,0.00486,2.955685,1736.636,,,,mizuho/Miyabi/E3.F90.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.def,separate,baseline,,64,35937,0.010485,21.26929,13887.39,,,,mizuho/Miyabi/E3.F90.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.def,separate,baseline,,64,274625,0.076985,45.41612,111087.8,,,,mizuho/Miyabi/E3.F90.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,4913,0.006384,2.941497,1736.632,,,,mizuho/Miyabi/E4.F90.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,35937,0.01423,21.06331,13887.12,,,,mizuho/Miyabi/E4.F90.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,274625,0.059316,83.37713,111081.4,,,,mizuho/Miyabi/E4.F90.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,4913,0.004969,2.890734,1736.636,,,,mizuho/Miyabi/E4.F90.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,35937,0.010644,20.95152,13887.39,,,,mizuho/Miyabi/E4.F90.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,274625,0.052645,66.41384,111087.8,,,,mizuho/Miyabi/E4.F90.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.def,unified,baseline,,64,4913,0.00484,2.967915,1736.636,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.def,unified,baseline,,64,35937,0.010452,21.33673,13887.39,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.def,unified,baseline,,64,274625,0.061954,56.43467,111087.8,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,4913,0.005995,3.132418,1736.632,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,35937,0.013044,23.15126,13887.11,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,274625,0.056899,86.60805,111081.3,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.def,unified,baseline,,32,4913,0.006459,2.907295,1736.632,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.def,unified,baseline,,32,35937,0.013271,22.75571,13887.12,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openmp-target,auto.def,unified,baseline,,32,274625,0.060717,81.16225,111081.4,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.def,managed,baseline,,64,4913,0.004714,3.047171,1736.636,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.def,managed,baseline,,64,35937,0.010042,22.20754,13887.39,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,auto.def,managed,baseline,,64,274625,0.061089,57.23375,111087.8,,,,mizuho/Miyabi/B1.C++.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,64,4913,0.004971,2.889625,1736.636,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,64,35937,0.010597,21.04391,13887.39,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,64,274625,0.063036,55.46603,111087.8,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,4913,0.006183,3.037116,1736.631,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,35937,0.013707,22.03139,13887.11,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,274625,0.058748,83.88229,111081.4,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,4913,0.00656,2.862494,1736.632,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,35937,0.013877,21.76151,13887.11,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,274625,0.061898,79.61353,111081.4,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,4913,0.004804,2.990157,1736.636,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,35937,0.010279,21.69553,13887.39,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,274625,0.061352,56.98865,111087.8,,,,mizuho/Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.opt,unified,baseline,,64,4913,0.003453,4.159958,1736.636,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.opt,unified,baseline,,64,35937,0.007977,27.95623,13887.39,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.opt,unified,baseline,,64,274625,0.03391,103.1075,111087.8,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.opt,managed,baseline,,32,4913,0.007338,2.55902,1736.632,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.opt,managed,baseline,,32,35937,0.014772,19.67921,13887.11,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.opt,managed,baseline,,32,274625,0.041591,113.3855,111081.5,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.opt,unified,baseline,,32,4913,0.004437,4.232215,1736.632,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.opt,unified,baseline,,32,35937,0.009264,31.38008,13887.11,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,do-concurrent,auto.opt,unified,baseline,,32,274625,0.036702,128.4901,111081.5,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.opt,managed,baseline,,64,4913,0.005687,2.525832,1736.636,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.opt,managed,baseline,,64,35937,0.011747,18.98436,13887.39,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,do-concurrent,auto.opt,managed,baseline,,64,274625,0.034763,100.5766,111087.8,,,,mizuho/Miyabi/F2.F90.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,4913,0.005178,2.774135,1736.636,,,,mizuho/Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,35937,0.010846,20.56142,13887.39,,,,mizuho/Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,274625,0.030317,115.3272,111087.8,,,,mizuho/Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,4913,0.006274,2.805425,1736.627,,,,mizuho/Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,35937,0.013537,22.30844,13887.03,,,,mizuho/Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,274625,0.034572,136.4057,111085.9,,,,mizuho/Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,4913,0.003635,3.95151,1736.636,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,35937,0.010847,20.55961,13887.39,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,274625,0.077807,44.93628,111087.8,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,4913,0.007122,2.47137,1736.626,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,35937,0.015966,15.23972,13887.06,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,274625,0.11487,41.20758,111080.7,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,4913,0.004302,4.091602,1736.626,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,35937,0.011647,20.89093,13887.06,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,274625,0.103351,45.80036,111080.7,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,4913,0.005759,2.494253,1736.636,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,35937,0.014846,15.02151,13887.39,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,274625,0.085297,40.99042,111087.8,,,,mizuho/Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,64,4913,0.004978,2.885611,1736.636,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,64,35937,0.011191,19.92756,13887.39,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,64,274625,0.042329,82.59937,111087.8,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,4913,0.006302,2.979667,1736.632,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,35937,0.013941,21.66177,13887.13,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.gpu.32_run.csv
